metadata,start_timestamp,lat,lon,count,count_conditioned,count_libraries,count_ttc,count_washrooms,count_wifi,count_foodbanks,count_medical_mental_health_and_addiction_organization,count_medical_pharmacy,count_medical_licensed_lab_and_specimen_collection_centre,count_medical_integrated_community_health_services_centre,count_medical_community_support_service,count_medical_community_health_centre,count_medical_family_health_team,count_medical_long-term_care_home,count_medical_hiv_aids_and_hep_c_program,count_medical_hospital,count_medical_licensed_retirement_home,count_medical_seniors_active_living_centre,count_medical_midwifery_clinic,count_medical_children's_treatment_centre,count_medical_public_health_unit_office,count_medical_indigenous_primary_health_care_organization,count_medical_nurse_practitioner-led_clinic,month_dt
Alexandra Park,Sep-23,43.65114655,-79.40510438,14,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2023-09-01
Allan Gardens,Sep-23,43.66093307,-79.3735941,49,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2023-09-01
Bellevue Square Park,Sep-23,43.65371478,-79.40192832,14,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2023-09-01
Budapest Park,Sep-23,43.63702846,-79.44931095,2,130,11,673,61,19,4,37,92,9,9,5,9,5,7,6,5,4,11,2,0,0,0,0,2023-09-01
Charles Sauriol Conservation Area,Sep-23,43.72881139,-79.32116014,1,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2023-09-01
Cherry Beach Clarke Beach Park,Sep-23,43.63692099,-79.3443083,8,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2023-09-01
Clarence Square Park,Sep-23,43.64418139,-79.39371522,6,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2023-09-01
Dufferin Grove Park,Sep-23,43.65699352,-79.4336308,3,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2023-09-01
E.T. Seton Park,Sep-23,43.70457547,-79.34127867,1,97,12,876,41,26,5,13,86,11,14,17,3,4,5,2,4,5,15,1,1,0,0,0,2023-09-01
Earl Bales Park,Sep-23,43.75411432,-79.43277026,2,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2023-09-01
Garrison Common,Sep-23,43.63806493,-79.40717673,5,140,11,740,60,23,7,92,191,29,33,27,12,11,11,34,14,4,15,3,0,1,0,0,2023-09-01
High Park,Sep-23,43.64651218,-79.46393972,2,132,12,846,59,21,7,35,97,7,9,4,7,3,7,3,4,4,13,2,0,0,0,0,2023-09-01
Humber Arboretum,Sep-23,43.73183403,-79.62077596,2,23,3,285,14,7,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-09-01
Lamport Stadium Park,Sep-23,43.63977468,-79.42245532,35,138,12,766,69,21,6,69,162,28,33,18,10,9,10,19,13,5,11,3,0,1,0,0,2023-09-01
Lower Don Parklands,Sep-23,43.69741478,-79.35386848,2,108,16,910,44,27,6,26,119,16,30,27,5,5,6,12,7,7,19,1,1,0,0,0,2023-09-01
Marilyn Bell Park,Sep-23,43.63115941,-79.43083382,4,116,7,515,64,16,3,41,108,11,12,8,9,5,8,8,6,3,11,2,0,0,0,0,2023-09-01
Martin Goodman Trail,Sep-23,43.6580416,-79.3314175,1,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2023-09-01
Nordheimer Ravine,Sep-23,43.68179447,-79.4101068,6,156,20,1085,58,29,10,71,221,30,53,33,12,7,13,33,12,13,25,3,0,1,1,0,2023-09-01
Riverdale Park East,Sep-23,43.67094057,-79.35433043,6,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2023-09-01
Rosedale Ravine Lands,Sep-23,43.67272549,-79.37625428,7,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2023-09-01
Severn Creek Park,Sep-23,43.67559997,-79.38645,2,191,21,1188,61,40,15,100,256,37,67,46,12,10,14,44,14,12,25,4,0,1,1,0,2023-09-01
Trinity Square,Sep-23,43.65472242,-79.38160967,0,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2023-09-01
Allan Gardens,Oct-23,43.66093307,-79.3735941,36,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2023-10-01
Lamport Stadium Park,Oct-23,43.63977468,-79.42245532,26,138,12,766,69,21,6,69,162,28,33,18,10,9,10,19,13,5,11,3,0,1,0,0,2023-10-01
Rosedale Ravine Lands,Oct-23,43.67272549,-79.37625428,6,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2023-10-01
Clarence Square Park,Oct-23,43.64418139,-79.39371522,13,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2023-10-01
Lower Don Parklands,Oct-23,43.69741478,-79.35386848,2,108,16,910,44,27,6,26,119,16,30,27,5,5,6,12,7,7,19,1,1,0,0,0,2023-10-01
Riverdale Park East,Oct-23,43.67094057,-79.35433043,6,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2023-10-01
Cherry Beach Clarke Beach Park,Oct-23,43.63692099,-79.3443083,7,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2023-10-01
705 Progress Avenue,Oct-23,43.77674605,-79.24639967,5,34,5,654,16,11,0,0,8,1,0,2,2,0,1,0,0,2,1,0,0,0,0,0,2023-10-01
Alexandra Park,Oct-23,43.65114655,-79.40510438,7,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2023-10-01
Bellevue Square Park,Oct-23,43.65371478,-79.40192832,12,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2023-10-01
Garrison Common,Oct-23,43.63806493,-79.40717673,7,140,11,740,60,23,7,92,191,29,33,27,12,11,11,34,14,4,15,3,0,1,0,0,2023-10-01
Nordheimer Ravine,Oct-23,43.68179447,-79.4101068,5,156,20,1085,58,29,10,71,221,30,53,33,12,7,13,33,12,13,25,3,0,1,1,0,2023-10-01
Trinity Square,Oct-23,43.65472242,-79.38160967,4,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2023-10-01
Earl Bales Park,Oct-23,43.75411432,-79.43277026,4,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2023-10-01
0 William Kitchen Road,Oct-23,43.77245734,-79.27908994,5,38,5,722,20,14,0,0,13,3,0,3,0,1,1,0,0,2,2,0,0,0,0,0,2023-10-01
Budapest Park,Oct-23,43.63702846,-79.44931095,5,130,11,673,61,19,4,37,92,9,9,5,9,5,7,6,5,4,11,2,0,0,0,0,2023-10-01
Dufferin Grove Park,Oct-23,43.65699352,-79.4336308,6,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2023-10-01
Humber Arboretum,Oct-23,43.73183403,-79.62077596,2,23,3,285,14,7,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-10-01
High Park,Oct-23,43.64651218,-79.46393972,3,132,12,846,59,21,7,35,97,7,9,4,7,3,7,3,4,4,13,2,0,0,0,0,2023-10-01
10 Falstaff Avenue,Oct-23,43.71611118,-79.50666904,2,60,7,698,37,22,0,3,47,8,0,9,2,1,3,1,2,3,1,0,0,0,0,1,2023-10-01
Martin Goodman Trail,Oct-23,43.6580416,-79.3314175,3,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2023-10-01
Charles Sauriol Conservation Area,Oct-23,43.72881139,-79.32116014,3,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2023-10-01
E.T. Seton Park,Oct-23,43.70457547,-79.34127867,1,97,12,876,41,26,5,13,86,11,14,17,3,4,5,2,4,5,15,1,1,0,0,0,2023-10-01
Severn Creek Park,Oct-23,43.67559997,-79.38645,3,191,21,1188,61,40,15,100,256,37,67,46,12,10,14,44,14,12,25,4,0,1,1,0,2023-10-01
Marilyn Bell Park,Oct-23,43.63115941,-79.43083382,4,116,7,515,64,16,3,41,108,11,12,8,9,5,8,8,6,3,11,2,0,0,0,0,2023-10-01
Allan Gardens,Nov-23,43.66093307,-79.3735941,29,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2023-11-01
Lamport Stadium Park,Nov-23,43.63977468,-79.42245532,23,138,12,766,69,21,6,69,162,28,33,18,10,9,10,19,13,5,11,3,0,1,0,0,2023-11-01
Rosedale Ravine Lands,Nov-23,43.67272549,-79.37625428,5,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2023-11-01
Clarence Square Park,Nov-23,43.64418139,-79.39371522,24,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2023-11-01
Lower Don Parklands,Nov-23,43.69741478,-79.35386848,2,108,16,910,44,27,6,26,119,16,30,27,5,5,6,12,7,7,19,1,1,0,0,0,2023-11-01
Riverdale Park East,Nov-23,43.67094057,-79.35433043,7,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2023-11-01
Cherry Beach Clarke Beach Park,Nov-23,43.63692099,-79.3443083,10,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2023-11-01
705 Progress Avenue,Nov-23,43.77674605,-79.24639967,7,34,5,654,16,11,0,0,8,1,0,2,2,0,1,0,0,2,1,0,0,0,0,0,2023-11-01
Alexandra Park,Nov-23,43.65114655,-79.40510438,8,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2023-11-01
Bellevue Square Park,Nov-23,43.65371478,-79.40192832,9,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2023-11-01
Garrison Common,Nov-23,43.63806493,-79.40717673,9,140,11,740,60,23,7,92,191,29,33,27,12,11,11,34,14,4,15,3,0,1,0,0,2023-11-01
Nordheimer Ravine,Nov-23,43.68179447,-79.4101068,4,156,20,1085,58,29,10,71,221,30,53,33,12,7,13,33,12,13,25,3,0,1,1,0,2023-11-01
Trinity Square,Nov-23,43.65472242,-79.38160967,11,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2023-11-01
Earl Bales Park,Nov-23,43.75411432,-79.43277026,4,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2023-11-01
0 William Kitchen Road,Nov-23,43.77245734,-79.27908994,5,38,5,722,20,14,0,0,13,3,0,3,0,1,1,0,0,2,2,0,0,0,0,0,2023-11-01
Budapest Park,Nov-23,43.63702846,-79.44931095,5,130,11,673,61,19,4,37,92,9,9,5,9,5,7,6,5,4,11,2,0,0,0,0,2023-11-01
Dufferin Grove Park,Nov-23,43.65699352,-79.4336308,8,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2023-11-01
Humber Arboretum,Nov-23,43.73183403,-79.62077596,2,23,3,285,14,7,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-11-01
High Park,Nov-23,43.64651218,-79.46393972,3,132,12,846,59,21,7,35,97,7,9,4,7,3,7,3,4,4,13,2,0,0,0,0,2023-11-01
10 Falstaff Avenue,Nov-23,43.71611118,-79.50666904,2,60,7,698,37,22,0,3,47,8,0,9,2,1,3,1,2,3,1,0,0,0,0,1,2023-11-01
Martin Goodman Trail,Nov-23,43.6580416,-79.3314175,5,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2023-11-01
Charles Sauriol Conservation Area,Nov-23,43.72881139,-79.32116014,3,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2023-11-01
E.T. Seton Park,Nov-23,43.70457547,-79.34127867,2,97,12,876,41,26,5,13,86,11,14,17,3,4,5,2,4,5,15,1,1,0,0,0,2023-11-01
Severn Creek Park,Nov-23,43.67559997,-79.38645,3,191,21,1188,61,40,15,100,256,37,67,46,12,10,14,44,14,12,25,4,0,1,1,0,2023-11-01
Marilyn Bell Park,Nov-23,43.63115941,-79.43083382,4,116,7,515,64,16,3,41,108,11,12,8,9,5,8,8,6,3,11,2,0,0,0,0,2023-11-01
Allan Gardens,Dec-23,43.66093307,-79.3735941,21,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2023-12-01
Lamport Stadium Park,Dec-23,43.63977468,-79.42245532,17,138,12,766,69,21,6,69,162,28,33,18,10,9,10,19,13,5,11,3,0,1,0,0,2023-12-01
Rosedale Ravine Lands,Dec-23,43.67272549,-79.37625428,10,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2023-12-01
Clarence Square Park,Dec-23,43.64418139,-79.39371522,30,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2023-12-01
Lower Don Parklands,Dec-23,43.69741478,-79.35386848,2,108,16,910,44,27,6,26,119,16,30,27,5,5,6,12,7,7,19,1,1,0,0,0,2023-12-01
Riverdale Park East,Dec-23,43.67094057,-79.35433043,7,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2023-12-01
Cherry Beach Clarke Beach Park,Dec-23,43.63692099,-79.3443083,10,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2023-12-01
705 Progress Avenue,Dec-23,43.77674605,-79.24639967,7,34,5,654,16,11,0,0,8,1,0,2,2,0,1,0,0,2,1,0,0,0,0,0,2023-12-01
Alexandra Park,Dec-23,43.65114655,-79.40510438,7,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2023-12-01
Bellevue Square Park,Dec-23,43.65371478,-79.40192832,2,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2023-12-01
Garrison Common,Dec-23,43.63806493,-79.40717673,10,140,11,740,60,23,7,92,191,29,33,27,12,11,11,34,14,4,15,3,0,1,0,0,2023-12-01
Nordheimer Ravine,Dec-23,43.68179447,-79.4101068,2,156,20,1085,58,29,10,71,221,30,53,33,12,7,13,33,12,13,25,3,0,1,1,0,2023-12-01
Trinity Square,Dec-23,43.65472242,-79.38160967,11,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2023-12-01
Earl Bales Park,Dec-23,43.75411432,-79.43277026,4,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2023-12-01
0 William Kitchen Road,Dec-23,43.77245734,-79.27908994,5,38,5,722,20,14,0,0,13,3,0,3,0,1,1,0,0,2,2,0,0,0,0,0,2023-12-01
Budapest Park,Dec-23,43.63702846,-79.44931095,7,130,11,673,61,19,4,37,92,9,9,5,9,5,7,6,5,4,11,2,0,0,0,0,2023-12-01
Dufferin Grove Park,Dec-23,43.65699352,-79.4336308,5,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2023-12-01
Humber Arboretum,Dec-23,43.73183403,-79.62077596,2,23,3,285,14,7,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-12-01
High Park,Dec-23,43.64651218,-79.46393972,3,132,12,846,59,21,7,35,97,7,9,4,7,3,7,3,4,4,13,2,0,0,0,0,2023-12-01
10 Falstaff Avenue,Dec-23,43.71611118,-79.50666904,2,60,7,698,37,22,0,3,47,8,0,9,2,1,3,1,2,3,1,0,0,0,0,1,2023-12-01
Martin Goodman Trail,Dec-23,43.6580416,-79.3314175,4,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2023-12-01
Charles Sauriol Conservation Area,Dec-23,43.72881139,-79.32116014,4,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2023-12-01
E.T. Seton Park,Dec-23,43.70457547,-79.34127867,0,97,12,876,41,26,5,13,86,11,14,17,3,4,5,2,4,5,15,1,1,0,0,0,2023-12-01
Severn Creek Park,Dec-23,43.67559997,-79.38645,0,191,21,1188,61,40,15,100,256,37,67,46,12,10,14,44,14,12,25,4,0,1,1,0,2023-12-01
Marilyn Bell Park,Dec-23,43.63115941,-79.43083382,3,116,7,515,64,16,3,41,108,11,12,8,9,5,8,8,6,3,11,2,0,0,0,0,2023-12-01
Clarence Square Park,Jan-24,43.64418139,-79.39371522,22,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2024-01-01
Cherry Beach Clarke Beach Park,Jan-24,43.63692099,-79.3443083,10,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2024-01-01
Allan Gardens,Jan-24,43.66093307,-79.3735941,14,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2024-01-01
Bellevue Square Park,Jan-24,43.65371478,-79.40192832,1,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2024-01-01
Trinity Square,Jan-24,43.65472242,-79.38160967,9,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2024-01-01
Dufferin Grove Park,Jan-24,43.65699352,-79.4336308,2,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2024-01-01
Riverdale Park East,Jan-24,43.67094057,-79.35433043,7,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2024-01-01
Moss Park,Jan-24,43.65558614,-79.37043073,0,153,16,904,70,31,11,96,211,34,47,38,12,9,10,44,14,5,19,4,0,1,0,0,2024-01-01
Rosedale Ravine Lands,Jan-24,43.67272549,-79.37625428,13,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2024-01-01
Alexandra Park,Jan-24,43.65114655,-79.40510438,8,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2024-01-01
Crawford-Jones Memorial Park,Jan-24,43.70940672,-79.53862891,5,43,6,649,27,15,1,2,29,4,0,7,2,2,2,0,1,2,1,0,0,0,0,0,2024-01-01
East Highland Creek Watercourse,Jan-24,43.77806997,-79.23755184,9,40,5,664,19,12,0,0,8,1,0,2,3,0,0,0,0,1,1,0,0,0,0,0,2024-01-01
Martin Goodman Trail,Jan-24,43.6580416,-79.3314175,5,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2024-01-01
Charles Sauriol Conservation Area,Jan-24,43.72881139,-79.32116014,5,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2024-01-01
Earl Bales Park,Jan-24,43.75411432,-79.43277026,4,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2024-01-01
Garrison Common,Jan-24,43.63806493,-79.40717673,10,140,11,740,60,23,7,92,191,29,33,27,12,11,11,34,14,4,15,3,0,1,0,0,2024-01-01
Little Norway Park,Jan-24,43.635226,-79.4013712,0,137,11,675,57,24,7,94,183,29,32,29,12,11,10,35,14,3,17,2,0,1,0,0,2024-01-01
Morningside Park,Jan-24,43.78090037,-79.19730417,4,35,6,517,16,11,1,0,6,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,2024-01-01
Orphan's Green,Jan-24,43.65465987,-79.3627258,2,148,15,849,66,30,11,93,204,30,44,38,14,8,9,43,14,5,23,4,0,1,0,0,2024-01-01
0 William Kitchen Road,Jan-24,43.77245734,-79.27908994,5,38,5,722,20,14,0,0,13,3,0,3,0,1,1,0,0,2,2,0,0,0,0,0,2024-01-01
Downsview Park and Lawn Bowling Greens,Jan-24,43.71931001,-79.51254444,2,55,6,665,31,18,0,3,43,8,0,5,2,1,2,0,2,2,2,0,0,0,0,0,2024-01-01
Grange Park,Jan-24,43.65261301,-79.39221132,1,184,19,985,71,35,12,112,237,33,43,37,12,10,14,44,16,9,20,5,0,1,1,0,2024-01-01
Marilyn Bell Park,Jan-24,43.63115941,-79.43083382,4,116,7,515,64,16,3,41,108,11,12,8,9,5,8,8,6,3,11,2,0,0,0,0,2024-01-01
Nordheimer Ravine,Jan-24,43.68179447,-79.4101068,2,156,20,1085,58,29,10,71,221,30,53,33,12,7,13,33,12,13,25,3,0,1,1,0,2024-01-01
The Gore,Jan-24,43.63577871,-79.40883206,2,133,11,670,61,23,6,84,178,29,32,24,10,10,9,27,14,3,13,3,0,1,0,0,2024-01-01
Clarence Square Park,Feb-24,43.64418139,-79.39371522,22,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2024-02-01
Cherry Beach Clarke Beach Park,Feb-24,43.63692099,-79.3443083,14,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2024-02-01
Allan Gardens,Feb-24,43.66093307,-79.3735941,13,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2024-02-01
Bellevue Square Park,Feb-24,43.65371478,-79.40192832,1,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2024-02-01
Trinity Square,Feb-24,43.65472242,-79.38160967,9,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2024-02-01
Dufferin Grove Park,Feb-24,43.65699352,-79.4336308,0,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2024-02-01
Riverdale Park East,Feb-24,43.67094057,-79.35433043,6,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2024-02-01
Moss Park,Feb-24,43.65558614,-79.37043073,0,153,16,904,70,31,11,96,211,34,47,38,12,9,10,44,14,5,19,4,0,1,0,0,2024-02-01
Rosedale Ravine Lands,Feb-24,43.67272549,-79.37625428,6,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2024-02-01
Alexandra Park,Feb-24,43.65114655,-79.40510438,7,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2024-02-01
Crawford-Jones Memorial Park,Feb-24,43.70940672,-79.53862891,5,43,6,649,27,15,1,2,29,4,0,7,2,2,2,0,1,2,1,0,0,0,0,0,2024-02-01
East Highland Creek Watercourse,Feb-24,43.77806997,-79.23755184,9,40,5,664,19,12,0,0,8,1,0,2,3,0,0,0,0,1,1,0,0,0,0,0,2024-02-01
Martin Goodman Trail,Feb-24,43.6580416,-79.3314175,4,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2024-02-01
Charles Sauriol Conservation Area,Feb-24,43.72881139,-79.32116014,5,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2024-02-01
Earl Bales Park,Feb-24,43.75411432,-79.43277026,4,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2024-02-01
Garrison Common,Feb-24,43.63806493,-79.40717673,6,140,11,740,60,23,7,92,191,29,33,27,12,11,11,34,14,4,15,3,0,1,0,0,2024-02-01
Little Norway Park,Feb-24,43.635226,-79.4013712,0,137,11,675,57,24,7,94,183,29,32,29,12,11,10,35,14,3,17,2,0,1,0,0,2024-02-01
Morningside Park,Feb-24,43.78090037,-79.19730417,4,35,6,517,16,11,1,0,6,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,2024-02-01
Orphan's Green,Feb-24,43.65465987,-79.3627258,1,148,15,849,66,30,11,93,204,30,44,38,14,8,9,43,14,5,23,4,0,1,0,0,2024-02-01
0 William Kitchen Road,Feb-24,43.77245734,-79.27908994,6,38,5,722,20,14,0,0,13,3,0,3,0,1,1,0,0,2,2,0,0,0,0,0,2024-02-01
Downsview Park and Lawn Bowling Greens,Feb-24,43.71931001,-79.51254444,1,55,6,665,31,18,0,3,43,8,0,5,2,1,2,0,2,2,2,0,0,0,0,0,2024-02-01
Grange Park,Feb-24,43.65261301,-79.39221132,2,184,19,985,71,35,12,112,237,33,43,37,12,10,14,44,16,9,20,5,0,1,1,0,2024-02-01
Marilyn Bell Park,Feb-24,43.63115941,-79.43083382,4,116,7,515,64,16,3,41,108,11,12,8,9,5,8,8,6,3,11,2,0,0,0,0,2024-02-01
Nordheimer Ravine,Feb-24,43.68179447,-79.4101068,3,156,20,1085,58,29,10,71,221,30,53,33,12,7,13,33,12,13,25,3,0,1,1,0,2024-02-01
The Gore,Feb-24,43.63577871,-79.40883206,1,133,11,670,61,23,6,84,178,29,32,24,10,10,9,27,14,3,13,3,0,1,0,0,2024-02-01
Clarence Square Park,Mar-24,43.64418139,-79.39371522,21,161,14,860,69,29,10,111,217,30,39,35,12,9,14,43,16,8,19,4,0,1,0,0,2024-03-01
Cherry Beach Clarke Beach Park,Mar-24,43.63692099,-79.3443083,12,82,6,396,44,17,5,45,79,6,11,21,6,4,2,23,2,2,12,2,0,1,0,0,2024-03-01
Allan Gardens,Mar-24,43.66093307,-79.3735941,9,176,18,1001,72,35,13,96,224,34,47,40,12,9,11,44,14,7,22,4,0,1,0,0,2024-03-01
Bellevue Square Park,Mar-24,43.65371478,-79.40192832,2,192,18,1055,71,34,11,111,251,33,44,38,14,11,17,45,16,10,22,5,0,1,1,0,2024-03-01
Trinity Square,Mar-24,43.65472242,-79.38160967,10,167,17,928,72,33,11,106,227,34,44,37,12,10,11,44,15,6,22,4,0,1,0,0,2024-03-01
Dufferin Grove Park,Mar-24,43.65699352,-79.4336308,0,193,19,1053,75,33,7,72,189,27,35,19,11,9,14,14,13,9,18,3,0,0,1,0,2024-03-01
Riverdale Park East,Mar-24,43.67094057,-79.35433043,2,160,17,1035,64,32,12,88,196,31,39,38,10,9,8,40,13,5,21,3,0,1,0,0,2024-03-01
Moss Park,Mar-24,43.65558614,-79.37043073,0,153,16,904,70,31,11,96,211,34,47,38,12,9,10,44,14,5,19,4,0,1,0,0,2024-03-01
Rosedale Ravine Lands,Mar-24,43.67272549,-79.37625428,5,181,19,1134,68,37,13,97,247,36,57,45,13,9,13,44,14,11,23,5,0,1,1,0,2024-03-01
Alexandra Park,Mar-24,43.65114655,-79.40510438,7,187,17,1042,67,33,11,112,246,35,44,38,14,12,16,46,16,10,22,5,0,1,1,0,2024-03-01
Crawford-Jones Memorial Park,Mar-24,43.70940672,-79.53862891,5,43,6,649,27,15,1,2,29,4,0,7,2,2,2,0,1,2,1,0,0,0,0,0,2024-03-01
East Highland Creek Watercourse,Mar-24,43.77806997,-79.23755184,10,40,5,664,19,12,0,0,8,1,0,2,3,0,0,0,0,1,1,0,0,0,0,0,2024-03-01
Martin Goodman Trail,Mar-24,43.6580416,-79.3314175,4,132,12,682,55,25,12,54,118,15,16,21,8,6,6,27,4,2,21,2,0,1,0,0,2024-03-01
Charles Sauriol Conservation Area,Mar-24,43.72881139,-79.32116014,3,48,9,749,24,22,2,1,35,1,1,11,1,1,2,0,1,2,8,1,0,0,0,0,2024-03-01
Earl Bales Park,Mar-24,43.75411432,-79.43277026,3,44,4,694,26,14,0,2,42,1,0,8,2,0,0,1,1,10,2,1,0,0,0,0,2024-03-01
